Raca,Sexo,Idade,peso_kg,porte_animal,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,caminhada_diaria_km,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Visitas_Anuais_Veterinario,calorias_diarias_RER,Status_Saude,Recomendacao_Racao_IA
Siberian Husky,Fêmea,2.0,29.03,Grande,Moderado,Caseira,Special,4.83,Não,Não,9.0,1.0,3.0,875.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Macho,12.0,11.79,Médio,Baixo,Ração Seca,Wellness,3.22,Não,Não,12.0,2.0,0.0,445.38,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Dachshund,Fêmea,13.0,26.31,Grande,Baixo,Especial,Nutro,6.44,Não,Não,9.0,0.0,1.0,813.18,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,13.0,22.23,Médio,Baixo,Caseira,Special,3.22,Sim,Não,10.0,2.0,1.0,716.64,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Rottweiler,Fêmea,6.0,19.96,Médio,Ativo,Úmida,Wellness,6.44,Não,Não,11.0,1.0,1.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,1.0,25.85,Grande,Ativo,Caseira,Special,3.22,Sim,Não,12.0,2.0,3.0,802.5,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Doberman,Fêmea,1.0,22.68,Médio,Ativo,Ração Seca,Purina,4.83,Sim,Não,10.0,2.0,2.0,727.5,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Chihuahua,Fêmea,1.0,26.31,Grande,Ativo,Caseira,Special,4.83,Sim,Não,8.0,0.0,2.0,813.18,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,5.0,23.13,Médio,Ativo,Caseira,Special,0.0,Não,Não,11.0,2.0,2.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,Macho,5.0,23.59,Médio,Baixo,Caseira,Special,0.0,Não,Não,10.0,0.0,2.0,749.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Fêmea,13.0,19.96,Médio,Ativo,Especial,Purina,6.44,Sim,Não,12.0,1.0,4.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Fêmea,12.0,24.04,Médio,Ativo,Caseira,Special,1.61,Não,Não,11.0,3.0,4.0,759.97,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,5.0,19.96,Médio,Ativo,Especial,Wellness,3.22,Sim,Não,12.0,1.0,3.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,9.0,16.78,Médio,Baixo,Úmida,Wellness,0.0,Sim,Sim,13.0,1.0,2.0,580.35,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Dachshund,Fêmea,7.0,23.13,Médio,Baixo,Especial,Nutro,8.05,Não,Não,12.0,3.0,1.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Fêmea,7.0,19.5,Médio,Baixo,Úmida,Wellness,6.44,Não,Não,12.0,2.0,2.0,649.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Macho,11.0,29.03,Grande,Ativo,Úmida,Nutro,1.61,Sim,Não,11.0,2.0,2.0,875.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Fêmea,3.0,29.03,Grande,Muito Ativo,Caseira,Special,6.44,Não,Não,13.0,1.0,0.0,875.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Fêmea,8.0,28.58,Grande,Ativo,Úmida,Nutro,6.44,Não,Não,9.0,3.0,2.0,865.26,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Fêmea,7.0,22.68,Médio,Ativo,Ração Seca,Pedigree,3.22,Não,Não,12.0,1.0,3.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,5.0,21.32,Médio,Ativo,Ração Seca,Nutro,6.44,Sim,Não,14.0,0.0,1.0,694.53,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Macho,4.0,14.06,Médio,Moderado,Úmida,Pedigree,0.0,Sim,Não,10.0,1.0,3.0,508.26,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Fêmea,5.0,33.57,Grande,Muito Ativo,Ração Seca,Pedigree,6.44,Não,Não,10.0,1.0,2.0,976.25,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Macho,8.0,22.68,Médio,Moderado,Caseira,Special,3.22,Sim,Não,10.0,1.0,0.0,727.5,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Golden Retriever,Macho,2.0,25.4,Grande,Baixo,Especial,Blue Buffalo,1.61,Sim,Não,12.0,1.0,1.0,792.0,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,11.0,13.15,Médio,Baixo,Ração Seca,Wellness,8.05,Sim,Não,10.0,2.0,0.0,483.38,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Labrador Retriever,Macho,4.0,30.84,Grande,Ativo,Ração Seca,Special,1.61,Não,Não,10.0,1.0,4.0,916.08,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,11.0,18.6,Médio,Baixo,Ração Seca,Royal Canin,4.83,Não,Não,14.0,2.0,2.0,626.95,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,5.0,23.13,Médio,Muito Ativo,Úmida,Iams,1.61,Sim,Não,11.0,1.0,2.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Macho,5.0,12.7,Médio,Ativo,Ração Seca,Blue Buffalo,6.44,Não,Não,11.0,2.0,1.0,470.92,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Fêmea,8.0,22.68,Médio,Ativo,Caseira,Special,8.05,Sim,Não,13.0,2.0,1.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),Fêmea,3.0,7.26,Pequeno,Ativo,Ração Seca,Wellness,3.22,Não,Não,11.0,1.0,1.0,309.6,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey"
Golden Retriever,Macho,7.0,13.61,Médio,Muito Ativo,Caseira,Special,8.05,Sim,Não,10.0,3.0,3.0,496.01,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,6.0,13.15,Médio,Ativo,Ração Seca,Wellness,4.83,Não,Não,11.0,2.0,1.0,483.38,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,3.0,10.43,Médio,Muito Ativo,Úmida,Pedigree,9.66,Não,Não,8.0,1.0,1.0,406.27,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Macho,10.0,19.96,Médio,Ativo,Caseira,Special,6.44,Não,Não,14.0,1.0,4.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,10.0,26.31,Grande,Moderado,Ração Seca,Royal Canin,6.44,Não,Não,12.0,1.0,1.0,813.18,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Fêmea,1.0,14.06,Médio,Ativo,Úmida,Hill's Science,1.61,Sim,Não,12.0,3.0,4.0,508.26,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Chihuahua,Fêmea,5.0,26.76,Grande,Ativo,Úmida,Iams,6.44,Sim,Não,10.0,3.0,1.0,823.59,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Macho,1.0,12.25,Médio,Ativo,Ração Seca,Iams,1.61,Não,Não,11.0,0.0,1.0,458.35,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Fêmea,6.0,20.87,Médio,Ativo,Úmida,Hill's Science,8.05,Não,Não,12.0,1.0,4.0,683.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Fêmea,4.0,14.97,Médio,Ativo,Ração Seca,Blue Buffalo,3.22,Não,Não,14.0,0.0,1.0,532.74,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Fêmea,12.0,24.04,Médio,Ativo,Ração Seca,Special,3.22,Sim,Não,10.0,3.0,0.0,759.97,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Beagle,Fêmea,7.0,20.87,Médio,Ativo,Úmida,Nutro,1.61,Não,Não,11.0,1.0,1.0,683.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Macho,1.0,19.05,Médio,Muito Ativo,Especial,Wellness,1.61,Não,Não,10.0,1.0,2.0,638.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Fêmea,9.0,24.04,Médio,Ativo,Caseira,Special,4.83,Não,Não,11.0,2.0,3.0,759.97,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Fêmea,4.0,16.33,Médio,Ativo,Caseira,Special,4.83,Não,Não,11.0,0.0,1.0,568.64,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,13.0,17.69,Médio,Baixo,Caseira,Special,0.0,Não,Não,10.0,2.0,1.0,603.8,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Macho,13.0,27.67,Grande,Moderado,Úmida,Royal Canin,1.61,Sim,Não,14.0,3.0,1.0,844.51,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Siberian Husky,Macho,8.0,20.87,Médio,Ativo,Ração Seca,Blue Buffalo,4.83,Não,Não,10.0,3.0,2.0,683.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,2.0,23.59,Médio,Muito Ativo,Úmida,Royal Canin,6.44,Não,Não,12.0,3.0,0.0,749.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,13.0,21.32,Médio,Moderado,Caseira,Special,8.05,Não,Não,14.0,0.0,2.0,694.53,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,9.0,40.37,Grande,Ativo,Caseira,Special,3.22,Não,Não,14.0,2.0,3.0,1121.09,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Macho,10.0,23.59,Médio,Ativo,Úmida,Royal Canin,3.22,Sim,Não,10.0,2.0,1.0,749.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Fêmea,13.0,10.43,Médio,Ativo,Ração Seca,Purina,4.83,Não,Não,12.0,1.0,0.0,406.27,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Rottweiler,Macho,10.0,26.31,Grande,Baixo,Especial,Hill's Science,3.22,Sim,Não,9.0,1.0,1.0,813.18,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,7.0,18.14,Médio,Baixo,Úmida,Hill's Science,4.83,Não,Não,11.0,3.0,3.0,615.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,1.0,27.22,Grande,Ativo,Especial,Nutro,4.83,Sim,Não,10.0,1.0,1.0,834.19,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Fêmea,1.0,24.49,Médio,Ativo,Ração Seca,Royal Canin,6.44,Sim,Não,11.0,2.0,1.0,770.62,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Rottweiler,Macho,12.0,18.14,Médio,Ativo,Caseira,Special,0.0,Não,Não,10.0,2.0,3.0,615.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,3.0,24.49,Médio,Moderado,Caseira,Special,3.22,Sim,Não,9.0,2.0,1.0,770.62,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,Fêmea,2.0,15.88,Médio,Moderado,Úmida,Wellness,8.05,Sim,Não,13.0,2.0,2.0,556.85,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Fêmea,9.0,16.33,Médio,Ativo,Caseira,Special,6.44,Sim,Não,13.0,2.0,1.0,568.64,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,Fêmea,2.0,22.68,Médio,Moderado,Especial,Purina,11.27,Sim,Não,13.0,3.0,1.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Macho,6.0,26.31,Grande,Baixo,Caseira,Special,3.22,Sim,Não,13.0,2.0,0.0,813.18,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),Macho,8.0,29.94,Grande,Ativo,Úmida,Iams,8.05,Sim,Não,13.0,1.0,3.0,895.96,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,12.0,18.14,Médio,Muito Ativo,Caseira,Special,4.83,Não,Não,11.0,2.0,3.0,615.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Macho,5.0,18.14,Médio,Ativo,Especial,Royal Canin,6.44,Não,Não,11.0,0.0,0.0,615.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Macho,12.0,27.22,Grande,Baixo,Especial,Nutro,8.05,Não,Não,12.0,3.0,1.0,834.19,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Macho,12.0,15.88,Médio,Moderado,Úmida,Special,4.83,Não,Não,12.0,1.0,3.0,556.85,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,7.0,29.48,Grande,Baixo,Úmida,Hill's Science,1.61,Sim,Não,13.0,3.0,4.0,885.61,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Macho,7.0,15.42,Médio,Ativo,Úmida,Pedigree,4.83,Não,Não,9.0,3.0,1.0,544.7,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,1.0,22.68,Médio,Moderado,Ração Seca,Blue Buffalo,8.05,Não,Não,11.0,1.0,0.0,727.5,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Golden Retriever,Macho,1.0,22.68,Médio,Ativo,Caseira,Special,3.22,Não,Não,10.0,2.0,0.0,727.5,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Poodle,Fêmea,1.0,23.59,Médio,Moderado,Úmida,Nutro,1.61,Não,Não,8.0,2.0,0.0,749.28,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Chihuahua,Macho,7.0,26.76,Grande,Baixo,Caseira,Special,1.61,Sim,Não,12.0,1.0,1.0,823.59,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Fêmea,7.0,31.3,Grande,Ativo,Caseira,Special,1.61,Sim,Não,13.0,1.0,1.0,926.31,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Macho,5.0,10.89,Médio,Muito Ativo,Especial,Royal Canin,1.61,Sim,Não,13.0,1.0,2.0,419.63,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,Macho,5.0,24.95,Médio,Moderado,Úmida,Nutro,1.61,Não,Não,12.0,1.0,1.0,781.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Fêmea,9.0,27.22,Grande,Moderado,Ração Seca,Purina,4.83,Sim,Não,12.0,2.0,1.0,834.19,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Labrador Retriever,Macho,11.0,19.96,Médio,Moderado,Especial,Royal Canin,3.22,Não,Não,12.0,1.0,0.0,661.03,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Siberian Husky,Macho,6.0,14.51,Médio,Moderado,Especial,Purina,4.83,Sim,Não,12.0,2.0,2.0,520.41,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Fêmea,10.0,22.23,Médio,Moderado,Úmida,Royal Canin,0.0,Sim,Não,11.0,3.0,1.0,716.64,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Australian Shepherd,Macho,3.0,13.61,Médio,Ativo,Especial,Wellness,4.83,Não,Não,10.0,2.0,4.0,496.01,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
