Raca,Idade,peso_kg,porte_animal,Status_Saude,calorias_diarias_RER,Status_Corporal,Sugestao_IA,Acerto
Labrador Retriever,11.0,8.62,Pequeno,Sim,352.15,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey",1
Beagle,3.0,19.05,Médio,Sim,638.29,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Australian Shepherd,9.0,21.32,Médio,Não,694.53,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,4.0,22.23,Médio,Sim,716.64,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,6.0,17.69,Médio,Sim,603.8,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Doberman,4.0,29.48,Grande,Sim,885.61,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Yorkshire Terrier,3.0,25.85,Grande,Sim,802.5,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Australian Shepherd,6.0,33.57,Grande,Sim,976.25,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Chihuahua,2.0,31.3,Grande,Sim,926.31,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Siberian Husky,12.0,22.23,Médio,Não,716.64,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Labrador Retriever,6.0,29.94,Grande,Sim,895.96,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Siberian Husky,7.0,32.21,Grande,Não,946.44,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Yorkshire Terrier,1.0,31.75,Grande,Não,936.28,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Australian Shepherd,1.0,15.42,Médio,Não,544.7,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Beagle,5.0,22.23,Médio,Sim,716.64,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Chihuahua,5.0,14.97,Médio,Sim,532.74,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Siberian Husky,11.0,34.47,Grande,Sim,995.82,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Australian Shepherd,4.0,22.68,Médio,Sim,727.5,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,6.0,22.68,Médio,Sim,727.5,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
German Shepherd,3.0,31.3,Grande,Sim,926.31,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Dachshund,3.0,15.88,Médio,Sim,556.85,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Chihuahua,10.0,19.5,Médio,Não,649.57,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Poodle,8.0,9.98,Pequeno,Sim,393.05,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey",1
Chihuahua,3.0,23.13,Médio,Sim,738.29,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Rottweiler,13.0,22.68,Médio,Não,727.5,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Chihuahua,10.0,31.75,Grande,Sim,936.28,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Rottweiler,9.0,29.94,Grande,Não,895.96,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Beagle,8.0,25.4,Grande,Sim,792.0,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Golden Retriever,12.0,22.68,Médio,Sim,727.5,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Dachshund,3.0,26.31,Grande,Sim,813.18,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Chihuahua,8.0,31.75,Grande,Sim,936.28,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Poodle,7.0,19.05,Médio,Sim,638.29,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Labrador Retriever,6.0,25.85,Grande,Sim,802.5,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,10.0,26.76,Grande,Não,823.59,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Chihuahua,8.0,29.94,Grande,Sim,895.96,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Bulldog,4.0,21.77,Médio,Sim,705.49,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,4.0,26.76,Grande,Sim,823.59,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Dachshund,7.0,21.77,Médio,Sim,705.49,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Poodle,11.0,21.77,Médio,Sim,705.49,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Great Dane,4.0,24.95,Médio,Sim,781.45,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
SRD (Sem Raça Definida),2.0,17.24,Médio,Sim,592.24,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Chihuahua,5.0,16.33,Médio,Sim,568.64,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Boxer,5.0,22.23,Médio,Sim,716.64,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
SRD (Sem Raça Definida),9.0,29.03,Grande,Sim,875.45,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Siberian Husky,3.0,11.79,Médio,Sim,445.38,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Yorkshire Terrier,1.0,27.22,Grande,Sim,834.19,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Doberman,9.0,22.68,Médio,Sim,727.5,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Doberman,6.0,32.21,Grande,Sim,946.44,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Boxer,7.0,18.6,Médio,Sim,626.95,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Labrador Retriever,11.0,16.33,Médio,Sim,568.64,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Chihuahua,7.0,20.41,Médio,Sim,672.17,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Australian Shepherd,11.0,38.1,Grande,Não,1073.47,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Labrador Retriever,3.0,22.68,Médio,Sim,727.5,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,6.0,36.74,Grande,Sim,1044.61,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Great Dane,11.0,22.23,Médio,Sim,716.64,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
German Shepherd,3.0,38.1,Grande,Sim,1073.47,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Chihuahua,8.0,19.96,Médio,Sim,661.03,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Great Dane,13.0,19.96,Médio,Não,661.03,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Doberman,10.0,19.05,Médio,Não,638.29,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,9.0,11.34,Médio,Sim,432.57,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Siberian Husky,9.0,14.97,Médio,Sim,532.74,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,11.0,32.21,Grande,Sim,946.44,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Yorkshire Terrier,6.0,25.4,Grande,Sim,792.0,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Dachshund,9.0,24.49,Médio,Não,770.62,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Boxer,10.0,18.6,Médio,Sim,626.95,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Siberian Husky,12.0,14.51,Médio,Sim,520.41,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Labrador Retriever,2.0,19.5,Médio,Sim,649.57,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Chihuahua,9.0,20.41,Médio,Não,672.17,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Beagle,6.0,35.83,Grande,Sim,1025.14,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Dachshund,3.0,19.96,Médio,Sim,661.03,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Siberian Husky,9.0,30.39,Grande,Não,906.04,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
SRD (Sem Raça Definida),3.0,22.68,Médio,Sim,727.5,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Dachshund,3.0,28.12,Grande,Sim,854.79,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Rottweiler,13.0,18.6,Médio,Sim,626.95,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,4.0,19.05,Médio,Sim,638.29,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Yorkshire Terrier,2.0,15.88,Médio,Sim,556.85,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Bulldog,8.0,24.95,Médio,Sim,781.45,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Boxer,7.0,22.68,Médio,Sim,727.5,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Great Dane,11.0,23.59,Médio,Não,749.28,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
German Shepherd,7.0,16.33,Médio,Não,568.64,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Beagle,1.0,22.23,Médio,Não,716.64,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Siberian Husky,1.0,17.69,Médio,Sim,603.8,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Beagle,3.0,23.59,Médio,Sim,749.28,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Siberian Husky,5.0,17.69,Médio,Sim,603.8,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Beagle,6.0,19.05,Médio,Sim,638.29,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Bulldog,8.0,32.21,Grande,Sim,946.44,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Chihuahua,13.0,25.85,Grande,Sim,802.5,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Rottweiler,1.0,22.68,Médio,Sim,727.5,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Doberman,9.0,22.23,Médio,Sim,716.64,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Dachshund,9.0,20.87,Médio,Sim,683.5,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Doberman,7.0,16.78,Médio,Sim,580.35,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Rottweiler,5.0,22.68,Médio,Sim,727.5,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
